301-400,University of Los Andes (Colombia),undefined,31.7
301-400,University of Louisville,undefined,21.9
301-400,University of Mons,undefined,22.2
301-400,University of Montpellier,undefined,28.2
301-400,University of Muenster,undefined,34.6
301-400,University of Oklahoma - Norman,undefined,28.2
301-400,University of Parma,undefined,18.2
301-400,University of Puerto Rico Mayaguez,undefined,28.5
301-400,University of Rostock,undefined,40.6
301-400,University of Salento,undefined,23.9
301-400,University of South Carolina - Columbia,undefined,31.0
301-400,University of Szeged,undefined,19.4
301-400,University of Texas Rio Grande Valley,undefined,19.4
301-400,University of Tuebingen,undefined,24.8
301-400,University of Vienna,undefined,31.2
301-400,Utah Valley University,undefined,25.1
301-400,Warsaw University of Technology,undefined,37.7
301-400,Washington State University,undefined,25.4
301-400,West University of Timisoara,undefined,22.2
301-400,York University,undefined,26.5
401-500,Aristotle University of Thessaloniki,undefined,24.5
401-500,Arizona State University,undefined,25.4
401-500,Bahcesehir University,undefined,17.3
401-500,California State University-Sacramento,undefined,16.4
401-500,Case Western Reserve University,undefined,17.7
401-500,Chonnam National University,undefined,35.5
401-500,Chulalongkorn University,undefined,28.7
401-500,Creighton University,undefined,21.6
401-500,Eindhoven University of Technology,undefined,29.5
401-500,Erzincan University,undefined,22.2
401-500,Fayoum University,undefined,20.5
401-500,Federal University of Rio Grande do Norte,undefined,22.6
401-500,Federal University of Rio Grande do Sul,undefined,24.8
401-500,Free University Berlin,undefined,35.9
401-500,Hassan II University of Casablanca,undefined,22.2
401-500,Hiroshima University,undefined,28.5
401-500,IMT Atlantique,undefined,22.2
401-500,Indian Institute of Science,undefined,33.5
401-500,Indian Institute of Technology Bombay,undefined,26.0
401-500,Indian Institute of Technology Gandhinagar,undefined,17.7
401-500,International Islamic University Malaysia,undefined,26.3
401-500,Isfahan University of Technology,undefined,29.0
401-500,Islamic Azad University,undefined,27.9
401-500,Istanbul Technical University,undefined,28.7
401-500,Jilin University,undefined,20.1
401-500,Kobe University,undefined,26.8
401-500,Korea Advanced Institute of Science and Technology,undefined,22.6
401-500,Kyushu University,undefined,29.7
401-500,Lanzhou University,undefined,34.0
401-500,Marmara University,undefined,27.7
401-500,Mersin University,undefined,27.4
401-500,Middle East Technical University,undefined,32.6
401-500,Mohammed V University,undefined,22.2
401-500,National University of La Plata,undefined,24.8
401-500,New Mexico State University,undefined,15.5
401-500,North Carolina State University - Raleigh,undefined,30.7
401-500,NOVA University Lisbon,undefined,22.6
401-500,Ochanomizu University,undefined,19.7
401-500,Ozyegin University,undefined,23.9
401-500,Pohang University of Science and Technology,undefined,28.2
401-500,Polytechnic University of Milan,undefined,25.1
401-500,Queen's University Belfast,undefined,24.2
401-500,Riga Technical University,undefined,25.4
401-500,Rockefeller University,undefined,21.6
401-500,Sejong University,undefined,25.1
401-500,Shanxi University,undefined,37.1
401-500,Shenzhen University,undefined,16.9
401-500,Shinshu University,undefined,24.5
401-500,Southeast University,undefined,28.7
401-500,Southern University of Science and Technology,undefined,25.7
401-500,Technical University of Berlin,undefined,26.0
401-500,Temple University,undefined,31.2
401-500,The Catholic University of America,undefined,29.0
401-500,The City College of New York,undefined,23.9
401-500,The George Washington University,undefined,23.2
401-500,The Graduate University for Advanced Studies,undefined,22.9
401-500,The University of Queensland,undefined,25.7
401-500,Tomsk State University,undefined,35.3
401-500,Transilvania University of Brasov,undefined,17.7
401-500,Ulsan National Institute of Science and Technology,undefined,19.4
401-500,Universidad Autonoma de San Luis Potosi,undefined,28.2
401-500,Universidade Federal de Juiz de Fora,undefined,22.2
401-500,Universidade Federal do Triangulo Mineiro,undefined,31.7
401-500,Universitat Ramon Llull,undefined,31.7
401-500,University of Alabama in Huntsville,undefined,11.6
401-500,University of Bath,undefined,21.2
401-500,University of Bialystok,undefined,15.5
401-500,University of Chile,undefined,12.8
401-500,University of Delaware,undefined,26.3
401-500,University of Delhi,undefined,33.1
401-500,University of Houston,undefined,30.2
401-500,University of Jena,undefined,29.0
401-500,University of Jyvaskyla,undefined,28.5
401-500,University of Kentucky,undefined,27.1
401-500,University of KwaZulu-Natal,undefined,15.5
401-500,University of Leicester,undefined,12.8
401-500,University of Liege,undefined,16.9
401-500,University of Marrakech Cadi Ayyad,undefined,22.2
401-500,University of Minho,undefined,23.2
401-500,University of Modena and Reggio Emilia,undefined,33.1
401-500,University of Nantes,undefined,22.9
401-500,University of North Carolina at Chapel Hill,undefined,22.9
401-500,University of Porto,undefined,18.2
401-500,University of Regensburg,undefined,32.9
401-500,University of Seoul,undefined,29.5
401-500,University of Southern California,undefined,21.6
401-500,University of Stuttgart,undefined,34.8
401-500,University of Ulm,undefined,34.2
401-500,University of Utah,undefined,20.5
401-500,University of York,undefined,31.9
401-500,University of Zagreb,undefined,25.7
401-500,University of Zielona Gora,undefined,16.9
401-500,Vilnius University,undefined,29.0
401-500,Virginia Polytechnic Institute and State University,undefined,32.6
401-500,Visva Bharati University,undefined,28.2
401-500,Waseda University,undefined,30.2
401-500,Washington University in St. Louis,undefined,26.3
401-500,Xi'an Jiaotong University,undefined,25.7
401-500,Yonsei University,undefined,27.9
401-500,Zhengzhou University,undefined,25.4
